"user_id","action","expense","email","sum(expense) OVER (PARTITION BY email ORDER BY action ASC)"
2,view,326,boy1258@mail.ru,23550
2,view,716,boy1258@mail.ru,23550
2,view,106,boy1258@mail.ru,23550
2,view,496,boy1258@mail.ru,23550
2,view,886,boy1258@mail.ru,23550
2,view,276,boy1258@mail.ru,23550
2,view,666,boy1258@mail.ru,23550
2,view,56,boy1258@mail.ru,23550
2,view,446,boy1258@mail.ru,23550
2,view,836,boy1258@mail.ru,23550
2,view,226,boy1258@mail.ru,23550
2,view,616,boy1258@mail.ru,23550
2,view,6,boy1258@mail.ru,23550
2,view,156,boy1258@mail.ru,23550
7,click,91,gonchar@mail.ru,8587
7,click,481,gonchar@mail.ru,8587
7,click,871,gonchar@mail.ru,8587
7,click,261,gonchar@mail.ru,8587
7,click,651,gonchar@mail.ru,8587
7,click,41,gonchar@mail.ru,8587
7,click,431,gonchar@mail.ru,8587
7,click,821,gonchar@mail.ru,8587
7,click,211,gonchar@mail.ru,8587
7,click,601,gonchar@mail.ru,8587
7,click,991,gonchar@mail.ru,8587
7,click,381,gonchar@mail.ru,8587
7,click,771,gonchar@mail.ru,8587
7,click,161,gonchar@mail.ru,8587
7,click,551,gonchar@mail.ru,8587
7,click,941,gonchar@mail.ru,8587
7,click,331,gonchar@mail.ru,8587
7,purchase,951,gonchar@mail.ru,16384
7,purchase,681,gonchar@mail.ru,16384
7,purchase,291,gonchar@mail.ru,16384
7,purchase,901,gonchar@mail.ru,16384
7,purchase,511,gonchar@mail.ru,16384
7,purchase,121,gonchar@mail.ru,16384
7,purchase,731,gonchar@mail.ru,16384
7,purchase,341,gonchar@mail.ru,16384
7,purchase,71,gonchar@mail.ru,16384
7,purchase,561,gonchar@mail.ru,16384
7,purchase,171,gonchar@mail.ru,16384
7,purchase,781,gonchar@mail.ru,16384
7,purchase,391,gonchar@mail.ru,16384
7,purchase,1,gonchar@mail.ru,16384
7,purchase,611,gonchar@mail.ru,16384
7,purchase,221,gonchar@mail.ru,16384
7,purchase,461,gonchar@mail.ru,16384
7,view,351,gonchar@mail.ru,23800
7,view,741,gonchar@mail.ru,23800
7,view,131,gonchar@mail.ru,23800
7,view,521,gonchar@mail.ru,23800
7,view,911,gonchar@mail.ru,23800
7,view,301,gonchar@mail.ru,23800
7,view,691,gonchar@mail.ru,23800
7,view,81,gonchar@mail.ru,23800
7,view,471,gonchar@mail.ru,23800
7,view,861,gonchar@mail.ru,23800
7,view,251,gonchar@mail.ru,23800
7,view,641,gonchar@mail.ru,23800
7,view,31,gonchar@mail.ru,23800
7,view,421,gonchar@mail.ru,23800
7,view,811,gonchar@mail.ru,23800
7,view,201,gonchar@mail.ru,23800
1,click,403,pacan@gmail.com,8261
1,click,13,pacan@gmail.com,8261
1,click,793,pacan@gmail.com,8261
1,click,183,pacan@gmail.com,8261
1,click,573,pacan@gmail.com,8261
1,click,963,pacan@gmail.com,8261
1,click,353,pacan@gmail.com,8261
1,click,743,pacan@gmail.com,8261
1,click,133,pacan@gmail.com,8261
1,click,523,pacan@gmail.com,8261
1,click,913,pacan@gmail.com,8261
1,click,303,pacan@gmail.com,8261
1,click,83,pacan@gmail.com,8261
1,click,473,pacan@gmail.com,8261
1,click,863,pacan@gmail.com,8261
1,click,253,pacan@gmail.com,8261
1,click,693,pacan@gmail.com,8261
1,purchase,383,pacan@gmail.com,16732
1,purchase,873,pacan@gmail.com,16732
1,purchase,603,pacan@gmail.com,16732
1,purchase,213,pacan@gmail.com,16732
1,purchase,823,pacan@gmail.com,16732
1,purchase,433,pacan@gmail.com,16732
1,purchase,43,pacan@gmail.com,16732
1,purchase,653,pacan@gmail.com,16732
1,purchase,263,pacan@gmail.com,16732
1,purchase,993,pacan@gmail.com,16732
1,purchase,483,pacan@gmail.com,16732
1,purchase,93,pacan@gmail.com,16732
1,purchase,703,pacan@gmail.com,16732
1,purchase,313,pacan@gmail.com,16732
1,purchase,923,pacan@gmail.com,16732
1,purchase,533,pacan@gmail.com,16732
1,purchase,143,pacan@gmail.com,16732
1,view,663,pacan@gmail.com,23900
1,view,53,pacan@gmail.com,23900
1,view,123,pacan@gmail.com,23900
1,view,833,pacan@gmail.com,23900
1,view,273,pacan@gmail.com,23900
1,view,223,pacan@gmail.com,23900
1,view,613,pacan@gmail.com,23900
1,view,3,pacan@gmail.com,23900
1,view,443,pacan@gmail.com,23900
1,view,783,pacan@gmail.com,23900
1,view,173,pacan@gmail.com,23900
1,view,563,pacan@gmail.com,23900
1,view,953,pacan@gmail.com,23900
1,view,343,pacan@gmail.com,23900
1,view,733,pacan@gmail.com,23900
1,view,393,pacan@gmail.com,23900
5,click,715,par_banya_venik@yandex.ru,7000
5,click,175,par_banya_venik@yandex.ru,7000
5,click,105,par_banya_venik@yandex.ru,7000
5,click,495,par_banya_venik@yandex.ru,7000
5,click,885,par_banya_venik@yandex.ru,7000
5,click,275,par_banya_venik@yandex.ru,7000
5,click,665,par_banya_venik@yandex.ru,7000
5,click,55,par_banya_venik@yandex.ru,7000
5,click,445,par_banya_venik@yandex.ru,7000
5,click,835,par_banya_venik@yandex.ru,7000
5,click,225,par_banya_venik@yandex.ru,7000
5,click,615,par_banya_venik@yandex.ru,7000
5,click,5,par_banya_venik@yandex.ru,7000
5,click,325,par_banya_venik@yandex.ru,7000
5,click,785,par_banya_venik@yandex.ru,7000
5,click,395,par_banya_venik@yandex.ru,7000
5,purchase,65,par_banya_venik@yandex.ru,15145
5,purchase,455,par_banya_venik@yandex.ru,15145
5,purchase,845,par_banya_venik@yandex.ru,15145
5,purchase,235,par_banya_venik@yandex.ru,15145
5,purchase,625,par_banya_venik@yandex.ru,15145
5,purchase,15,par_banya_venik@yandex.ru,15145
5,purchase,405,par_banya_venik@yandex.ru,15145
5,purchase,795,par_banya_venik@yandex.ru,15145
5,purchase,185,par_banya_venik@yandex.ru,15145
5,purchase,575,par_banya_venik@yandex.ru,15145
5,purchase,965,par_banya_venik@yandex.ru,15145
5,purchase,355,par_banya_venik@yandex.ru,15145
5,purchase,745,par_banya_venik@yandex.ru,15145
5,purchase,135,par_banya_venik@yandex.ru,15145
5,purchase,525,par_banya_venik@yandex.ru,15145
5,purchase,915,par_banya_venik@yandex.ru,15145
5,purchase,305,par_banya_venik@yandex.ru,15145
5,view,195,par_banya_venik@yandex.ru,23500
5,view,585,par_banya_venik@yandex.ru,23500
5,view,975,par_banya_venik@yandex.ru,23500
5,view,365,par_banya_venik@yandex.ru,23500
5,view,755,par_banya_venik@yandex.ru,23500
5,view,435,par_banya_venik@yandex.ru,23500
5,view,535,par_banya_venik@yandex.ru,23500
5,view,925,par_banya_venik@yandex.ru,23500
5,view,315,par_banya_venik@yandex.ru,23500
5,view,705,par_banya_venik@yandex.ru,23500
5,view,95,par_banya_venik@yandex.ru,23500
5,view,485,par_banya_venik@yandex.ru,23500
5,view,875,par_banya_venik@yandex.ru,23500
5,view,265,par_banya_venik@yandex.ru,23500
5,view,655,par_banya_venik@yandex.ru,23500
5,view,45,par_banya_venik@yandex.ru,23500
5,view,145,par_banya_venik@yandex.ru,23500
8,click,754,stepanovna@tut.by,7624
8,click,144,stepanovna@tut.by,7624
8,click,924,stepanovna@tut.by,7624
8,click,314,stepanovna@tut.by,7624
8,click,704,stepanovna@tut.by,7624
8,click,94,stepanovna@tut.by,7624
8,click,484,stepanovna@tut.by,7624
8,click,874,stepanovna@tut.by,7624
8,click,264,stepanovna@tut.by,7624
8,click,654,stepanovna@tut.by,7624
8,click,44,stepanovna@tut.by,7624
8,click,434,stepanovna@tut.by,7624
8,click,824,stepanovna@tut.by,7624
8,click,534,stepanovna@tut.by,7624
8,click,364,stepanovna@tut.by,7624
8,click,214,stepanovna@tut.by,7624
8,purchase,884,stepanovna@tut.by,15432
8,purchase,954,stepanovna@tut.by,15432
8,purchase,664,stepanovna@tut.by,15432
8,purchase,54,stepanovna@tut.by,15432
8,purchase,444,stepanovna@tut.by,15432
8,purchase,834,stepanovna@tut.by,15432
8,purchase,224,stepanovna@tut.by,15432
8,purchase,614,stepanovna@tut.by,15432
8,purchase,494,stepanovna@tut.by,15432
8,purchase,274,stepanovna@tut.by,15432
8,purchase,344,stepanovna@tut.by,15432
8,purchase,4,stepanovna@tut.by,15432
8,purchase,394,stepanovna@tut.by,15432
8,purchase,784,stepanovna@tut.by,15432
8,purchase,174,stepanovna@tut.by,15432
8,purchase,564,stepanovna@tut.by,15432
8,purchase,104,stepanovna@tut.by,15432
8,view,84,stepanovna@tut.by,23450
8,view,234,stepanovna@tut.by,23450
8,view,624,stepanovna@tut.by,23450
8,view,14,stepanovna@tut.by,23450
8,view,404,stepanovna@tut.by,23450
8,view,474,stepanovna@tut.by,23450
8,view,184,stepanovna@tut.by,23450
8,view,574,stepanovna@tut.by,23450
8,view,964,stepanovna@tut.by,23450
8,view,794,stepanovna@tut.by,23450
8,view,744,stepanovna@tut.by,23450
8,view,134,stepanovna@tut.by,23450
8,view,524,stepanovna@tut.by,23450
8,view,914,stepanovna@tut.by,23450
8,view,304,stepanovna@tut.by,23450
8,view,694,stepanovna@tut.by,23450
8,view,354,stepanovna@tut.by,23450
6,click,598,vetik13@ya.ru,8576
6,click,208,vetik13@ya.ru,8576
6,click,988,vetik13@ya.ru,8576
6,click,378,vetik13@ya.ru,8576
6,click,768,vetik13@ya.ru,8576
6,click,158,vetik13@ya.ru,8576
6,click,548,vetik13@ya.ru,8576
6,click,938,vetik13@ya.ru,8576
6,click,328,vetik13@ya.ru,8576
6,click,718,vetik13@ya.ru,8576
6,click,498,vetik13@ya.ru,8576
6,click,888,vetik13@ya.ru,8576
6,click,278,vetik13@ya.ru,8576
6,click,668,vetik13@ya.ru,8576
6,click,58,vetik13@ya.ru,8576
6,click,448,vetik13@ya.ru,8576
6,click,108,vetik13@ya.ru,8576
6,purchase,458,vetik13@ya.ru,15784
6,purchase,188,vetik13@ya.ru,15784
6,purchase,798,vetik13@ya.ru,15784
6,purchase,408,vetik13@ya.ru,15784
6,purchase,18,vetik13@ya.ru,15784
6,purchase,628,vetik13@ya.ru,15784
6,purchase,238,vetik13@ya.ru,15784
6,purchase,678,vetik13@ya.ru,15784
6,purchase,68,vetik13@ya.ru,15784
6,purchase,288,vetik13@ya.ru,15784
6,purchase,898,vetik13@ya.ru,15784
6,purchase,508,vetik13@ya.ru,15784
6,purchase,118,vetik13@ya.ru,15784
6,purchase,728,vetik13@ya.ru,15784
6,purchase,338,vetik13@ya.ru,15784
6,purchase,848,vetik13@ya.ru,15784
6,view,78,vetik13@ya.ru,24150
6,view,248,vetik13@ya.ru,24150
6,view,28,vetik13@ya.ru,24150
6,view,418,vetik13@ya.ru,24150
6,view,808,vetik13@ya.ru,24150
6,view,318,vetik13@ya.ru,24150
6,view,198,vetik13@ya.ru,24150
6,view,588,vetik13@ya.ru,24150
6,view,978,vetik13@ya.ru,24150
6,view,368,vetik13@ya.ru,24150
6,view,758,vetik13@ya.ru,24150
6,view,148,vetik13@ya.ru,24150
6,view,538,vetik13@ya.ru,24150
6,view,928,vetik13@ya.ru,24150
6,view,858,vetik13@ya.ru,24150
6,view,468,vetik13@ya.ru,24150
6,view,638,vetik13@ya.ru,24150
9,click,487,vzr@inbox.ru,8239
9,click,637,vzr@inbox.ru,8239
9,click,27,vzr@inbox.ru,8239
9,click,417,vzr@inbox.ru,8239
9,click,807,vzr@inbox.ru,8239
9,click,197,vzr@inbox.ru,8239
9,click,587,vzr@inbox.ru,8239
9,click,977,vzr@inbox.ru,8239
9,click,367,vzr@inbox.ru,8239
9,click,757,vzr@inbox.ru,8239
9,click,147,vzr@inbox.ru,8239
9,click,537,vzr@inbox.ru,8239
9,click,927,vzr@inbox.ru,8239
9,click,317,vzr@inbox.ru,8239
9,click,707,vzr@inbox.ru,8239
9,click,97,vzr@inbox.ru,8239
9,click,247,vzr@inbox.ru,8239
9,purchase,377,vzr@inbox.ru,16071
9,purchase,447,vzr@inbox.ru,16071
9,purchase,57,vzr@inbox.ru,16071
9,purchase,667,vzr@inbox.ru,16071
9,purchase,277,vzr@inbox.ru,16071
9,purchase,887,vzr@inbox.ru,16071
9,purchase,497,vzr@inbox.ru,16071
9,purchase,837,vzr@inbox.ru,16071
9,purchase,227,vzr@inbox.ru,16071
9,purchase,107,vzr@inbox.ru,16071
9,purchase,717,vzr@inbox.ru,16071
9,purchase,327,vzr@inbox.ru,16071
9,purchase,937,vzr@inbox.ru,16071
9,purchase,547,vzr@inbox.ru,16071
9,purchase,157,vzr@inbox.ru,16071
9,purchase,767,vzr@inbox.ru,16071
9,view,967,vzr@inbox.ru,24100
9,view,577,vzr@inbox.ru,24100
9,view,117,vzr@inbox.ru,24100
9,view,507,vzr@inbox.ru,24100
9,view,897,vzr@inbox.ru,24100
9,view,287,vzr@inbox.ru,24100
9,view,677,vzr@inbox.ru,24100
9,view,67,vzr@inbox.ru,24100
9,view,457,vzr@inbox.ru,24100
9,view,847,vzr@inbox.ru,24100
9,view,237,vzr@inbox.ru,24100
9,view,627,vzr@inbox.ru,24100
9,view,17,vzr@inbox.ru,24100
9,view,407,vzr@inbox.ru,24100
9,view,797,vzr@inbox.ru,24100
9,view,187,vzr@inbox.ru,24100
9,view,357,vzr@inbox.ru,24100
3,click,169,weter@ya.ru,7913
3,click,559,weter@ya.ru,7913
3,click,949,weter@ya.ru,7913
3,click,339,weter@ya.ru,7913
3,click,729,weter@ya.ru,7913
3,click,119,weter@ya.ru,7913
3,click,509,weter@ya.ru,7913
3,click,899,weter@ya.ru,7913
3,click,289,weter@ya.ru,7913
3,click,679,weter@ya.ru,7913
3,click,69,weter@ya.ru,7913
3,click,459,weter@ya.ru,7913
3,click,849,weter@ya.ru,7913
3,click,239,weter@ya.ru,7913
3,click,629,weter@ya.ru,7913
3,click,19,weter@ya.ru,7913
3,click,409,weter@ya.ru,7913
3,purchase,249,weter@ya.ru,15497
3,purchase,149,weter@ya.ru,15497
3,purchase,759,weter@ya.ru,15497
3,purchase,369,weter@ya.ru,15497
3,purchase,979,weter@ya.ru,15497
3,purchase,589,weter@ya.ru,15497
3,purchase,199,weter@ya.ru,15497
3,purchase,809,weter@ya.ru,15497
3,purchase,419,weter@ya.ru,15497
3,purchase,859,weter@ya.ru,15497
3,purchase,469,weter@ya.ru,15497
3,purchase,79,weter@ya.ru,15497
3,purchase,689,weter@ya.ru,15497
3,purchase,299,weter@ya.ru,15497
3,purchase,639,weter@ya.ru,15497
3,purchase,29,weter@ya.ru,15497
3,view,599,weter@ya.ru,24200
3,view,209,weter@ya.ru,24200
3,view,989,weter@ya.ru,24200
3,view,379,weter@ya.ru,24200
3,view,769,weter@ya.ru,24200
3,view,159,weter@ya.ru,24200
3,view,549,weter@ya.ru,24200
3,view,939,weter@ya.ru,24200
3,view,329,weter@ya.ru,24200
3,view,719,weter@ya.ru,24200
3,view,109,weter@ya.ru,24200
3,view,499,weter@ya.ru,24200
3,view,889,weter@ya.ru,24200
3,view,819,weter@ya.ru,24200
3,view,429,weter@ya.ru,24200
3,view,39,weter@ya.ru,24200
3,view,279,weter@ya.ru,24200
